ratio,seed,analysis,variant,cost_rate,avail,n_prev,n_fail,fails_per_1000,false_rate,mean_rem,op,total_cost
2,9,policy_robustness,oracle_wear_final,0.053953947774553986,0.8316135325222034,90.0,310.0,19.136983764429903,0.0,5.925531883746799,16199.0,874.0
2,10,policy_robustness,oracle_wear_final,0.05389406178701363,0.8317689901010412,90.0,310.0,19.115742739100945,0.011111111111111112,5.0003967914291065,16217.0,874.0
2,11,policy_robustness,oracle_wear_final,0.058510362694300516,0.8174502329521389,69.0,331.0,21.43782383419689,0.0,4.802878811084761,15440.0,903.4
2,12,policy_robustness,oracle_wear_final,0.060107619743572704,0.8132800259333297,68.0,332.0,22.055404238357802,0.0,6.264508247172504,15053.0,904.8
2,13,policy_robustness,oracle_wear_final,0.06036102044894425,0.8125236780862695,67.0,333.0,22.180776660227803,0.0,7.963038707576214,15013.0,906.2
2,14,policy_robustness,oracle_wear_final,0.05561288698716335,0.8265030164343665,83.0,317.0,19.94714321671281,0.0,6.663114927427798,15892.0,883.8
5,0,policy_robustness,rul_base,0.11821250168759283,0.8230914546060674,102.0,298.0,20.11610638585122,0.11764705882352941,21.269526836249923,14814.0,1751.2
5,1,policy_robustness,rul_base,0.12731231125781303,0.8120330767037354,88.0,312.0,21.911651099094037,0.09090909090909091,20.57154128469492,14239.0,1812.8
5,2,policy_robustness,rul_base,0.1286110518455302,0.8104789901435241,89.0,311.0,22.117914799800868,0.02247191011235955,20.073120317022003,14061.0,1808.4
5,3,policy_robustness,rul_base,0.13405247813411078,0.804031879981247,82.0,318.0,23.17784256559767,0.08536585365853659,21.036589236437614,13720.0,1839.2
5,4,policy_robustness,rul_base,0.14150485436893204,0.7953667953667953,76.0,324.0,24.575242718446603,0.05263157894736842,21.13111741839621,13184.0,1865.6
5,5,policy_robustness,rul_base,0.1262027552101731,0.8133655116933862,94.0,306.0,21.617802896503,0.06382978723404255,20.64310666964639,14155.0,1786.4
5,6,policy_robustness,rul_base,0.1254406291692999,0.8142832637657956,94.0,306.0,21.487255108489574,0.10638297872340426,20.503561285168598,14241.0,1786.4
5,7,policy_robustness,rul_base,0.1251450403282864,0.8146397694524495,98.0,302.0,21.36691665487477,0.07142857142857142,20.240444476811174,14134.0,1768.8
5,8,policy_robustness,rul_base,0.13067740543650222,0.8080185938407902,87.0,313.0,22.50826981159212,0.10344827586206896,20.452421171782053,13906.0,1817.2
5,9,policy_robustness,rul_base,0.11772074341343863,0.8236976392082095,107.0,293.0,19.94689904009803,0.14953271028037382,21.68623393138488,14689.0,1729.2
5,10,policy_robustness,rul_base,0.11755952380952381,0.8238965670976371,105.0,295.0,19.95400432900433,0.08571428571428572,20.12426897200513,14784.0,1738.0
5,11,policy_robustness,rul_base,0.12788906009244994,0.8113421979770429,85.0,315.0,22.061913433253956,0.011764705882352941,19.617954082984813,14278.0,1826.0
5,12,policy_robustness,rul_base,0.13051656779047896,0.8082095661326161,90.0,310.0,22.428013312111126,0.16666666666666666,21.202240167089073,13822.0,1804.0
5,13,policy_robustness,rul_base,0.1289584673672171,0.8100642770282008,90.0,310.0,22.16026878261491,0.15555555555555556,21.092904090109926,13989.0,1804.0
5,14,policy_robustness,rul_base,0.11780536866199626,0.8235932590688375,114.0,286.0,19.837691614066728,0.16666666666666666,21.74542918014249,14417.0,1698.4
5,0,policy_robustness,shap_gate,0.12141692217365778,0.8191631486132636,77.0,323.0,21.07117228782047,0.07792207792207792,17.74028553358421,15329.0,1861.2
5,1,policy_robustness,shap_gate,0.12903487978327124,0.8099731197542378,67.0,333.0,22.553335590924483,0.014925373134328358,15.879280567192493,14765.0,1905.2
5,2,policy_robustness,shap_gate,0.12976846747519294,0.8090990187332738,72.0,328.0,22.601984564498345,0.0,16.09208853674069,14512.0,1883.2
5,3,policy_robustness,shap_gate,0.1369468558119839,0.800644176979149,59.0,341.0,24.06662432070012,0.05084745762711865,17.92672410022602,14169.0,1940.4
5,4,policy_robustness,shap_gate,0.1427690500660696,0.7939153747523021,58.0,342.0,25.106445455880195,0.034482758620689655,17.405792404042224,13622.0,1944.8
5,5,policy_robustness,shap_gate,0.12902255639097743,0.8099878197320342,71.0,329.0,22.48803827751196,0.014084507042253521,17.036645692271815,14630.0,1887.6
5,6,policy_robustness,shap_gate,0.1279642058165548,0.8112522686025408,71.0,329.0,22.30357263914311,0.028169014084507043,16.568926891252033,14751.0,1887.6
5,7,policy_robustness,shap_gate,0.12418024405208261,0.8158055725488015,86.0,314.0,21.4056854591315,0.03488372093023256,15.417051392494166,14669.0,1821.6
5,8,policy_robustness,shap_gate,0.1340413638904416,0.8040449438202247,64.0,336.0,23.476802683063163,0.046875,18.274095329652194,14312.0,1918.4
5,9,policy_robustness,shap_gate,0.12002354942107672,0.8208666702464694,83.0,317.0,20.736573559233335,0.07228915662650602,17.5149615732947,15287.0,1834.8
5,10,policy_robustness,shap_gate,0.1178520348459238,0.8235357104615055,88.0,312.0,20.283448186191652,0.022727272727272728,14.830179640819773,15382.0,1812.8
5,11,policy_robustness,shap_gate,0.12991359956459622,0.8089263111551374,66.0,334.0,22.722634192802232,0.015151515151515152,16.440827008122334,14699.0,1909.6
5,12,policy_robustness,shap_gate,0.13354879505374834,0.804624342811917,68.0,332.0,23.326073210145438,0.11764705882352941,17.999055274199577,14233.0,1900.8
5,13,policy_robustness,shap_gate,0.1330473290893994,0.805215065745487,63.0,337.0,23.318571823969002,0.07936507936507936,17.18856886560555,14452.0,1922.8
5,14,policy_robustness,shap_gate,0.12123081048468191,0.8193902773963196,89.0,311.0,20.84869611852249,0.07865168539325842,18.909283001019265,14917.0,1808.4
5,0,policy_robustness,strict_rul_selected,0.11840228245363767,0.8228577526411269,85.0,315.0,20.42536635974582,0.0,15.136673179555116,15422.0,1826.0
5,1,policy_robustness,strict_rul_selected,0.12723825003386158,0.8121218787812122,73.0,327.0,22.14546932141406,0.0,13.961070668221515,14766.0,1878.8
5,2,policy_robustness,strict_rul_selected,0.12685933433776195,0.8125765164162493,79.0,321.0,21.983289960279414,0.0,13.794219263761807,14602.0,1852.4
5,3,policy_robustness,strict_rul_selected,0.13563234569638963,0.8021791904251115,62.0,338.0,23.787740164684354,0.0,14.817246816221054,14209.0,1927.2
5,4,policy_robustness,strict_rul_selected,0.13969275786393562,0.7974565394936414,66.0,334.0,24.43306510607169,0.0,14.725629679000916,13670.0,1909.6
5,5,policy_robustness,strict_rul_selected,0.1253731343283582,0.8143646408839779,80.0,320.0,21.709633649932158,0.0,14.3919622908961,14740.0,1848.0
5,6,policy_robustness,strict_rul_selected,0.1257652544090817,0.8138920970136941,77.0,323.0,21.825799040475708,0.012987012987012988,14.030432879938957,14799.0,1861.2
5,7,policy_robustness,strict_rul_selected,0.12479305197448773,0.8150647052317221,82.0,318.0,21.57687610259194,0.0,13.82716963752994,14738.0,1839.2
5,8,policy_robustness,strict_rul_selected,0.12911620181327427,0.8098761280197299,76.0,324.0,22.423697141670704,0.0,14.224562356079568,14449.0,1865.6
5,9,policy_robustness,strict_rul_selected,0.11707761368811398,0.824491766346618,91.0,309.0,20.102790970008456,0.0,14.24133465388115,15371.0,1799.6
5,10,policy_robustness,strict_rul_selected,0.11678643102220496,0.8248518182303626,90.0,310.0,20.068621738848968,0.0,13.217325560201648,15447.0,1804.0
5,11,policy_robustness,strict_rul_selected,0.12712299176454706,0.8122601162408158,72.0,328.0,22.141217766977185,0.0,13.658263668460673,14814.0,1883.2
5,12,policy_robustness,strict_rul_selected,0.13111466963726243,0.8074998594479114,72.0,328.0,22.836454779642136,0.0,15.173856300166088,14363.0,1883.2
5,13,policy_robustness,strict_rul_selected,0.1316511547742158,0.8068643266395951,66.0,334.0,23.02654257152706,0.0,14.443967486584393,14505.0,1909.6
5,14,policy_robustness,strict_rul_selected,0.11778202676864245,0.8236220472440945,94.0,306.0,20.1753807608624,0.010638297872340425,14.927260265371395,15167.0,1786.4
5,0,policy_robustness,raw_wear_selected,0.11889481861784773,0.8222518469144031,100.0,300.0,20.266162264405864,0.09,21.17276740777564,14803.0,1760.0
5,1,policy_robustness,raw_wear_selected,0.1267681036911806,0.8126860544996565,91.0,309.0,21.76669484361792,0.054945054945054944,20.83709178016819,14196.0,1799.6
5,2,policy_robustness,raw_wear_selected,0.1284922552223959,0.810620896210114,89.0,311.0,22.09748472360381,0.033707865168539325,19.79841846925972,14074.0,1808.4
5,3,policy_robustness,raw_wear_selected,0.13308128544423442,0.8051750380517504,84.0,316.0,22.975134506325432,0.03571428571428571,20.643878436934674,13754.0,1830.4
5,4,policy_robustness,raw_wear_selected,0.1409252669039146,0.7960339943342776,77.0,323.0,24.456727492996137,0.025974025974025976,20.538462816662623,13207.0,1861.2
